Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List_0,Ingredients_List_1,Ingredients_List_2,Ingredients_List_3,Ingredients_List_4,Preparation_Steps_0_0,Preparation_Steps_0_1,Preparation_Steps_0_2,Preparation_Steps_0_3,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R2059,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,79,Medium,U271,None,5,Feedback 2059,2024-04-12,Winter,Lunch,2,281,None,14.0,51,Yes
R2060,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,43,Medium,U216,None,5,Feedback 2060,2024-01-20,Fall,Dinner,4,240,None,9.0,429,No
R2061,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,68,Hard,U316,Vegetarian,5,Feedback 2061,2024-02-26,Winter,Lunch,5,386,Dairy,9.0,95,Yes
R2062,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,80,Easy,U903,Vegan,2,Feedback 2062,2024-06-19,Summer,Party,4,407,Soy,9.0,254,Yes
R2063,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,81,Hard,U181,Vegetarian,4,Feedback 2063,2024-11-12,Summer,Dinner,5,321,Dairy,11.0,191,No
R2064,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,69,Hard,U208,Vegetarian,5,Feedback 2064,2024-03-21,Spring,Lunch,1,594,Dairy,8.0,77,Yes
R2065,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,47,Easy,U851,Vegan,5,Feedback 2065,2024-07-06,Summer,Dinner,1,264,Soy,17.0,431,Yes
R2066,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,18,Easy,U747,Vegan,2,Feedback 2066,2024-10-29,Spring,Dinner,6,536,Soy,11.0,225,Yes
R2067,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,77,Medium,U157,Gluten-Free,3,Feedback 2067,2024-05-28,Winter,Lunch,6,274,None,12.0,456,Yes
R2068,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,52,Easy,U562,None,5,Feedback 2068,2024-10-24,Fall,Casual,4,343,Gluten,18.0,306,No
R2069,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,85,Medium,U184,None,3,Feedback 2069,2024-11-23,Summer,Lunch,6,242,None,15.0,231,No
R2070,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,41,Medium,U683,None,4,Feedback 2070,2024-05-30,Fall,Dinner,1,710,None,15.0,450,No
R2071,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,36,Easy,U102,None,4,Feedback 2071,2024-05-27,Fall,Party,4,522,Gluten,18.0,270,Yes
R2072,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,86,Medium,U226,Gluten-Free,1,Feedback 2072,2024-11-03,Winter,Dinner,6,342,None,7.0,81,Yes
R2073,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,23,Easy,U482,None,1,Feedback 2073,2024-05-07,Spring,Casual,1,338,Gluten,16.0,103,Yes
R2074,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,54,Hard,U368,Vegetarian,2,Feedback 2074,2024-06-19,Fall,Party,4,664,Dairy,13.0,177,Yes
R2075,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,46,Medium,U398,Gluten-Free,4,Feedback 2075,2024-07-03,Summer,Lunch,5,308,None,9.0,370,No
R2076,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,43,Medium,U852,None,4,Feedback 2076,2024-07-18,Fall,Casual,3,646,None,8.0,232,No
R2077,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,75,Easy,U948,None,3,Feedback 2077,2024-02-08,Winter,Casual,2,211,Gluten,19.0,483,No
R2078,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,37,Medium,U361,None,5,Feedback 2078,2024-12-27,Winter,Dinner,1,456,None,10.0,70,Yes
R2079,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,88,Medium,U229,None,4,Feedback 2079,2024-05-02,Fall,Casual,5,306,None,7.0,94,Yes
R2080,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,62,Medium,U888,Gluten-Free,3,Feedback 2080,2024-07-21,Fall,Lunch,2,757,None,17.0,356,No
R2081,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,39,Easy,U800,Vegan,1,Feedback 2081,2024-06-07,Winter,Party,2,391,Soy,15.0,456,No
R2082,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,26,Easy,U985,Vegan,5,Feedback 2082,2024-07-15,Winter,Party,5,459,Soy,14.0,58,No
R2083,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,43,Easy,U393,Vegan,2,Feedback 2083,2024-06-20,Spring,Casual,4,293,Soy,15.0,321,Yes
R2084,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,22,Easy,U688,Vegan,2,Feedback 2084,2024-05-30,Winter,Lunch,3,724,Soy,16.0,472,No
R2085,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,68,Medium,U289,Gluten-Free,2,Feedback 2085,2024-04-29,Fall,Casual,4,747,None,19.0,114,No
R2086,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,56,Medium,U473,None,2,Feedback 2086,2024-04-28,Spring,Dinner,1,796,None,7.0,498,Yes
R2087,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,72,Easy,U623,None,1,Feedback 2087,2024-08-14,Spring,Lunch,4,313,Gluten,5.0,207,Yes
R2088,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,15,Hard,U606,Vegetarian,2,Feedback 2088,2024-09-29,Spring,Party,2,780,Dairy,16.0,123,Yes
R2089,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,48,Hard,U169,Vegetarian,2,Feedback 2089,2024-09-26,Fall,Lunch,2,732,Dairy,9.0,460,Yes
R2090,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,33,Medium,U878,None,1,Feedback 2090,2024-06-28,Spring,Lunch,6,316,None,12.0,68,Yes
R2091,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,86,Medium,U870,None,2,Feedback 2091,2024-09-14,Spring,Casual,2,375,None,7.0,237,No
R2092,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,69,Medium,U706,None,1,Feedback 2092,2024-03-15,Spring,Lunch,1,379,None,13.0,321,Yes
R2093,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,83,Easy,U706,Vegan,2,Feedback 2093,2024-03-11,Summer,Lunch,2,790,Soy,16.0,437,Yes
R2094,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,86,Easy,U273,Vegan,2,Feedback 2094,2024-12-24,Winter,Party,3,404,Soy,7.0,134,No
R2095,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,37,Easy,U499,None,4,Feedback 2095,2024-10-06,Spring,Party,3,554,Gluten,8.0,363,Yes
R2096,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,87,Medium,U688,None,1,Feedback 2096,2024-04-28,Summer,Lunch,1,263,None,16.0,495,Yes
R2097,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,56,Medium,U579,None,2,Feedback 2097,2024-04-05,Winter,Lunch,5,609,None,9.0,99,Yes
R2098,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,73,Medium,U184,Gluten-Free,1,Feedback 2098,2024-08-02,Winter,Lunch,2,706,None,6.0,136,Yes
R2099,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,48,Easy,U492,None,3,Feedback 2099,2024-11-04,Fall,Party,1,370,Gluten,19.0,386,Yes
R2100,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,75,Hard,U857,Vegetarian,5,Feedback 2100,2024-04-05,Winter,Dinner,2,284,Dairy,13.0,181,Yes
R2101,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,74,Easy,U290,None,1,Feedback 2101,2024-04-16,Winter,Dinner,5,653,Gluten,15.0,236,No
R2102,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,55,Easy,U322,None,1,Feedback 2102,2024-12-10,Fall,Dinner,5,443,Gluten,15.0,301,Yes
R2103,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,51,Easy,U900,None,1,Feedback 2103,2024-11-05,Spring,Party,6,304,Gluten,12.0,209,No
R2104,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,78,Hard,U253,Vegetarian,5,Feedback 2104,2024-05-28,Winter,Lunch,4,647,Dairy,18.0,295,No
R2105,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,41,Easy,U486,None,3,Feedback 2105,2024-12-08,Fall,Dinner,6,565,Gluten,10.0,235,No
R2106,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,73,Medium,U588,None,5,Feedback 2106,2024-05-01,Summer,Dinner,5,494,None,9.0,451,Yes
R2107,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,23,Medium,U694,None,1,Feedback 2107,2024-05-20,Fall,Dinner,6,504,None,8.0,109,No
R2108,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,28,Medium,U429,None,2,Feedback 2108,2024-02-10,Fall,Casual,4,396,None,11.0,265,Yes
R2109,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,70,Hard,U221,Vegetarian,3,Feedback 2109,2024-02-27,Fall,Lunch,4,436,Dairy,5.0,178,No
R2110,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,59,Medium,U953,None,4,Feedback 2110,2024-10-20,Spring,Lunch,2,484,None,7.0,451,Yes
R2111,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,43,Medium,U844,Gluten-Free,1,Feedback 2111,2024-01-30,Fall,Party,2,747,None,18.0,493,No
R2112,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,50,Medium,U686,None,3,Feedback 2112,2024-01-05,Spring,Casual,2,794,None,15.0,234,Yes
R2113,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,81,Medium,U638,None,1,Feedback 2113,2024-07-19,Spring,Dinner,1,374,None,18.0,98,Yes
R2114,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,30,Easy,U394,None,5,Feedback 2114,2024-04-06,Summer,Party,5,727,Gluten,13.0,231,Yes
R2115,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,61,Easy,U313,Vegan,3,Feedback 2115,2024-05-07,Spring,Casual,4,399,Soy,16.0,70,No
R2116,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,86,Medium,U105,Gluten-Free,1,Feedback 2116,2024-10-03,Fall,Party,2,671,None,17.0,143,Yes
R2117,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,30,Medium,U897,Gluten-Free,1,Feedback 2117,2024-10-04,Summer,Party,6,418,None,6.0,153,No
R2118,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,52,Medium,U341,Gluten-Free,2,Feedback 2118,2024-01-11,Winter,Casual,1,446,None,15.0,421,No
R2119,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,69,Medium,U335,Gluten-Free,1,Feedback 2119,2024-12-21,Spring,Casual,1,754,None,5.0,477,Yes
R2120,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,83,Easy,U734,None,2,Feedback 2120,2024-04-24,Spring,Dinner,2,454,Gluten,5.0,425,No
R2121,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,63,Hard,U728,Vegetarian,1,Feedback 2121,2024-03-03,Fall,Casual,2,227,Dairy,16.0,70,Yes
R2122,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,84,Hard,U691,Vegetarian,1,Feedback 2122,2024-08-29,Fall,Party,5,350,Dairy,11.0,227,No
R2123,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,26,Easy,U398,Vegan,4,Feedback 2123,2024-02-19,Spring,Casual,5,221,Soy,20.0,404,Yes
R2124,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,31,Medium,U119,None,5,Feedback 2124,2024-04-10,Summer,Lunch,4,266,None,19.0,446,No
R2125,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,74,Easy,U830,None,5,Feedback 2125,2024-06-13,Winter,Casual,3,254,Gluten,17.0,318,Yes
R2126,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,73,Easy,U618,Vegan,1,Feedback 2126,2024-10-30,Fall,Dinner,5,623,Soy,17.0,478,Yes
R2127,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,65,Medium,U580,None,2,Feedback 2127,2024-02-20,Summer,Party,3,753,None,5.0,276,No
R2128,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,68,Medium,U716,Gluten-Free,2,Feedback 2128,2024-06-20,Winter,Lunch,5,396,None,7.0,492,Yes
R2129,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,70,Easy,U755,Vegan,3,Feedback 2129,2024-06-10,Fall,Lunch,4,699,Soy,13.0,264,No
R2130,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,64,Easy,U401,None,3,Feedback 2130,2024-12-23,Summer,Dinner,5,392,Gluten,14.0,337,Yes
R2131,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,69,Hard,U408,Vegetarian,2,Feedback 2131,2024-07-10,Winter,Dinner,2,250,Dairy,11.0,288,Yes
R2132,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,81,Easy,U829,None,5,Feedback 2132,2024-03-14,Spring,Lunch,3,429,Gluten,19.0,222,No
R2133,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,76,Easy,U156,None,5,Feedback 2133,2024-02-07,Spring,Dinner,6,271,Gluten,9.0,78,No
R2134,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,62,Medium,U133,Gluten-Free,4,Feedback 2134,2024-06-18,Summer,Party,1,367,None,13.0,388,No
R2135,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,57,Hard,U908,Vegetarian,5,Feedback 2135,2024-07-14,Fall,Dinner,6,547,Dairy,11.0,74,Yes
R2136,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,89,Medium,U683,Gluten-Free,5,Feedback 2136,2024-07-22,Fall,Party,2,223,None,12.0,331,No
R2137,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,42,Easy,U481,None,4,Feedback 2137,2024-08-02,Winter,Dinner,3,417,Gluten,6.0,307,No
R2138,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,39,Hard,U457,Vegetarian,4,Feedback 2138,2024-08-03,Fall,Dinner,4,271,Dairy,19.0,127,No
R2139,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,31,Easy,U755,None,3,Feedback 2139,2024-09-30,Winter,Dinner,2,312,Gluten,8.0,267,No
R2140,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,57,Medium,U711,Gluten-Free,1,Feedback 2140,2024-12-11,Fall,Lunch,5,221,None,12.0,300,Yes
R2141,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,54,Hard,U724,Vegetarian,3,Feedback 2141,2024-12-10,Summer,Casual,1,269,Dairy,18.0,251,Yes
R2142,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,69,Hard,U489,Vegetarian,1,Feedback 2142,2024-07-27,Spring,Casual,6,510,Dairy,12.0,193,Yes
R2143,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,49,Easy,U380,Vegan,3,Feedback 2143,2024-03-18,Winter,Lunch,4,456,Soy,18.0,175,No
R2144,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,86,Easy,U938,None,2,Feedback 2144,2024-06-12,Spring,Dinner,5,678,Gluten,12.0,359,No
R2145,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,89,Easy,U354,Vegan,3,Feedback 2145,2024-11-29,Fall,Casual,2,419,Soy,18.0,207,No
R2146,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,60,Hard,U529,Vegetarian,2,Feedback 2146,2024-04-19,Fall,Party,2,274,Dairy,14.0,357,Yes
R2147,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,22,Easy,U489,None,5,Feedback 2147,2024-01-13,Fall,Casual,2,676,Gluten,10.0,95,No
R2148,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,35,Easy,U124,Vegan,2,Feedback 2148,2024-04-14,Summer,Casual,5,492,Soy,8.0,481,Yes
R2149,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,44,Easy,U858,Vegan,3,Feedback 2149,2024-12-15,Fall,Casual,3,533,Soy,15.0,455,No
R2150,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,80,Medium,U938,None,3,Feedback 2150,2024-05-11,Spring,Casual,5,788,None,13.0,186,No
R2151,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,63,Medium,U696,None,3,Feedback 2151,2024-06-25,Summer,Casual,1,273,None,17.0,458,Yes
R2152,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,16,Easy,U335,None,4,Feedback 2152,2024-11-05,Winter,Casual,4,386,Gluten,15.0,303,No
R2153,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,47,Medium,U786,None,2,Feedback 2153,2024-03-14,Winter,Dinner,3,579,None,17.0,154,No
R2154,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,57,Medium,U712,None,4,Feedback 2154,2024-02-09,Summer,Party,6,637,None,10.0,326,Yes
R2155,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,87,Hard,U263,Vegetarian,3,Feedback 2155,2024-06-16,Winter,Lunch,5,627,Dairy,16.0,365,Yes
R2156,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,59,Medium,U199,None,1,Feedback 2156,2024-04-16,Summer,Lunch,5,704,None,5.0,152,Yes
R2157,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,74,Easy,U853,None,3,Feedback 2157,2024-05-20,Winter,Casual,2,322,Gluten,11.0,175,No
R2158,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,30,Easy,U207,None,2,Feedback 2158,2024-10-12,Spring,Party,2,280,Gluten,15.0,207,No
R2159,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,54,Medium,U771,None,4,Feedback 2159,2024-03-26,Fall,Dinner,2,625,None,5.0,251,Yes
R2160,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,48,Medium,U843,Gluten-Free,1,Feedback 2160,2024-01-09,Summer,Dinner,2,661,None,16.0,213,No
R2161,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,35,Easy,U723,Vegan,3,Feedback 2161,2024-08-14,Fall,Party,2,419,Soy,17.0,117,No
R2162,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,82,Easy,U281,None,4,Feedback 2162,2024-04-27,Spring,Lunch,1,687,Gluten,10.0,113,No
R2163,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,63,Easy,U667,Vegan,1,Feedback 2163,2024-04-05,Winter,Dinner,3,546,Soy,17.0,372,No
R2164,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,83,Medium,U116,Gluten-Free,2,Feedback 2164,2024-07-03,Winter,Lunch,3,434,None,15.0,129,Yes
